REPORT_DATE,Gross Margin,Operating Margin,Net Margin,Current Ratio,Quick Ratio,Cash Ratio,Inventory Turnover,Asset Turnover,ROA,ROE,ROIC,ROCE
2022-03-31,0.12401492042259217,0.015880479792162193,0.013640216633893344,0.9188806644072778,0.6370346102775758,0.22249584570067107,1.0955290305007979,0.21075595901638824,0.002874756937867483,0.008650410419273249,0.007443811035263677,0.008323912467269603
2022-06-30,0.14387868945749452,0.04250193540820615,0.03606530738851311,0.8377395508857014,0.5751091490376805,0.20504829803103475,1.2532114590494592,0.24218468308356372,0.008734465040198355,0.02844143857847645,0.02363015059322836,0.027816732408619604
2022-09-30,0.1896055106313732,0.06374455989056085,0.05171842524373915,0.7520520737094151,0.49675635111769517,0.15620671116268983,1.2920556232228042,0.27468822224065564,0.014206442287288954,0.05379350178637569,0.04654867012841547,0.05385286115181789
2022-12-31,0.1899566758379981,0.06047376989914639,0.04939954130638126,0.7223861888660005,0.4850725853001093,0.15440858805552854,1.6012288970059476,0.3166334253731973,0.015641545975704246,0.06363583798205447,0.06077533777597049,0.05891279992282394
2023-03-31,0.17863334019229912,0.04409124505939773,0.036364015965968166,0.6868232190060286,0.45068283366051753,0.15055491936132717,1.1181263344192556,0.21965446463741584,0.00798751845907118,0.034659172176542824,0.029509516859348887,0.030581172448114737
2023-06-30,0.18724883045284535,0.060254710709037304,0.050515876913225094,0.6589397728875359,0.4436741782704479,0.1977045304171707,1.3089105880908694,0.23674949401057957,0.011959608298706759,0.0542151942272659,0.0492287809697216,0.044987770894920905
2023-09-30,0.22124840106297416,0.07959264682769321,0.06713944704338147,0.6562087189364972,0.43508590887879706,0.1329903494801044,1.3620200695621398,0.260155605018619,0.017466703466186437,0.07717410192246645,0.06914996329113439,0.06326260873350258
2023-12-31,0.15756586700740183,0.06368460419209196,0.050086742697404846,0.6659546872465754,0.47269220268552636,0.2404726090182631,1.729903075328478,0.26494170158805785,0.01327006683725367,0.059932981268181446,0.05105648992873556,0.050760396185426826
2024-03-31,0.20705302215352642,0.04640853162867319,0.03818401716725241,0.6595507873210918,0.43711624683133604,0.1954521540587202,1.0029904771349618,0.18434260305030298,0.0070389411195287644,0.030790385888958764,0.0264893099352518,0.024811354199450898
2024-06-30,0.1741354677162945,0.06541399989315613,0.053026530767140104,0.6591636753196494,0.410119378529359,0.11718198643568499,1.2904553246838735,0.2567339513626269,0.013613710770899786,0.06042475817935892,0.05315684730521466,0.04935629926140175
2024-09-30,0.20121759944441206,0.07171337107302325,0.06033241115374455,0.7070971707957678,0.4642527632370656,0.1295067901633862,1.291866650078087,0.26316270200443626,0.015877240337662003,0.07188469176804235,0.06236501962592137,0.05719735886809267
2024-12-31,0.196602147657796,0.06818035317393605,0.05581345535827006,0.7471437896361645,0.5131927713097619,0.2071407351900372,1.9029815487725614,0.35086371186949256,0.01958291611926485,0.07720836619952622,0.06692395153746204,0.06521002095693973
2025-03-31,0.20066314336059976,0.0646901855998876,0.05543035435079391,0.810590351871845,0.5053817541352923,0.23212219248203442,0.88211566541267,0.20268286278844688,0.011234782905196953,0.03836155331560392,0.033136082940197355,0.03292398857383802
2025-06-30,0.1626553587115302,0.03831794167344796,0.03282790456922016,0.7609448769986801,0.4865945079275545,0.21765466512940404,1.1945504065834556,0.23739853079812262,0.007793296313913844,0.02694910654043532,0.022836630644695738,0.023120612651458722
2025-09-30,0.17614742575718725,0.052240690313395934,0.04201729307870768,0.8703222504083706,0.560842893170055,0.2422151095097271,1.0501084614069855,0.2161871312215218,0.009083598052379719,0.031705789039440435,0.023415476661182325,0.02498850355837416
